 frequency       v(Aol_dB)       v(Aol_arg)     
 5.65555523e+03  3.09961684e+01  1.79892316e+02 
 5.78597080e+03  3.09961677e+01  1.79889833e+02 
 5.91939372e+03  3.09961669e+01  1.79887292e+02 
 6.05589334e+03  3.09961661e+01  1.79884693e+02 
 6.19554061e+03  3.09961653e+01  1.79882034e+02 
 6.33840810e+03  3.09961645e+01  1.79879314e+02 
 6.48457008e+03  3.09961636e+01  1.79876531e+02 
 6.63410251e+03  3.09961626e+01  1.79873684e+02 
 6.78708313e+03  3.09961617e+01  1.79870771e+02 
 6.94359143e+03  3.09961606e+01  1.79867791e+02 
 7.10370877e+03  3.09961596e+01  1.79864742e+02 
 7.26751838e+03  3.09961584e+01  1.79861623e+02 
 7.43510539e+03  3.09961572e+01  1.79858433e+02 
 7.60655691e+03  3.09961560e+01  1.79855168e+02 
 7.78196206e+03  3.09961547e+01  1.79851828e+02 
 7.96141200e+03  3.09961534e+01  1.79848412e+02 
 8.14500001e+03  3.09961520e+01  1.79844916e+02 
 8.33282151e+03  3.09961505e+01  1.79841340e+02 
 8.52497412e+03  3.09961489e+01  1.79837681e+02 
 8.72155772e+03  3.09961473e+01  1.79833938e+02 
 8.92267449e+03  3.09961456e+01  1.79830109e+02 
 9.12842895e+03  3.09961438e+01  1.79826191e+02 
 9.33892805e+03  3.09961420e+01  1.79822183e+02 
 9.55428121e+03  3.09961400e+01  1.79818083e+02 
 9.77460036e+03  3.09961380e+01  1.79813888e+02 
 1.00000000e+04  3.09961359e+01  1.79809596e+02 
 1.02305973e+04  3.09961336e+01  1.79805206e+02 
 1.04665121e+04  3.09961313e+01  1.79800714e+02 
 1.07078670e+04  3.09961288e+01  1.79796118e+02 
 1.09547876e+04  3.09961263e+01  1.79791417e+02 
 1.12074020e+04  3.09961236e+01  1.79786607e+02 
 1.14658417e+04  3.09961208e+01  1.79781686e+02 
 1.17302409e+04  3.09961179e+01  1.79776652e+02 
 1.20007371e+04  3.09961148e+01  1.79771502e+02 
 1.22774708e+04  3.09961116e+01  1.79766233e+02 
 1.25605860e+04  3.09961082e+01  1.79760842e+02 
 1.28502297e+04  3.09961047e+01  1.79755327e+02 
 1.31465525e+04  3.09961010e+01  1.79749685e+02 
 1.34497085e+04  3.09960972e+01  1.79743913e+02 
 1.37598551e+04  3.09960931e+01  1.79738008e+02 
 1.40771537e+04  3.09960889e+01  1.79731967e+02 
 1.44017690e+04  3.09960845e+01  1.79725786e+02 
 1.47338699e+04  3.09960798e+01  1.79719463e+02 
 1.50736290e+04  3.09960750e+01  1.79712994e+02 
 1.54212228e+04  3.09960699e+01  1.79706376e+02 
 1.57768320e+04  3.09960646e+01  1.79699605e+02 
 1.61406415e+04  3.09960591e+01  1.79692678e+02 
 1.65128404e+04  3.09960533e+01  1.79685591e+02 
 1.68936220e+04  3.09960472e+01  1.79678341e+02 
 1.72831844e+04  3.09960408e+01  1.79670924e+02 
 1.76817299e+04  3.09960341e+01  1.79663336e+02 
 1.80894658e+04  3.09960272e+01  1.79655573e+02 
 1.85066040e+04  3.09960199e+01  1.79647630e+02 
 1.89333613e+04  3.09960122e+01  1.79639505e+02 
 1.93699595e+04  3.09960042e+01  1.79631192e+02 
 1.98166255e+04  3.09959958e+01  1.79622688e+02 
 2.02735916e+04  3.09959871e+01  1.79613988e+02 
 2.07410951e+04  3.09959779e+01  1.79605087e+02 
 2.12193792e+04  3.09959683e+01  1.79595980e+02 
 2.17086923e+04  3.09959583e+01  1.79586664e+02 
 2.22092889e+04  3.09959477e+01  1.79577133e+02 
 2.27214291e+04  3.09959367e+01  1.79567382e+02 
 2.32453791e+04  3.09959252e+01  1.79557406e+02 
 2.37814113e+04  3.09959132e+01  1.79547201e+02 
 2.43298042e+04  3.09959005e+01  1.79536760e+02 
 2.48908429e+04  3.09958873e+01  1.79526078e+02 
 2.54648190e+04  3.09958735e+01  1.79515150e+02 
 2.60520309e+04  3.09958590e+01  1.79503970e+02 
 2.66527837e+04  3.09958439e+01  1.79492532e+02 
 2.72673897e+04  3.09958280e+01  1.79480831e+02 
 2.78961683e+04  3.09958114e+01  1.79468860e+02 
 2.85394464e+04  3.09957941e+01  1.79456612e+02 
 2.91975583e+04  3.09957759e+01  1.79444083e+02 
 2.98708461e+04  3.09957569e+01  1.79431264e+02 
 3.05596598e+04  3.09957370e+01  1.79418150e+02 
 3.12643573e+04  3.09957161e+01  1.79404734e+02 
 3.19853049e+04  3.09956943e+01  1.79391008e+02 
 3.27228774e+04  3.09956715e+01  1.79376966e+02 
 3.34774581e+04  3.09956476e+01  1.79362601e+02 
 3.42494392e+04  3.09956226e+01  1.79347904e+02 
 3.50392221e+04  3.09955964e+01  1.79332868e+02 
 3.58472171e+04  3.09955690e+01  1.79317485e+02 
 3.66738442e+04  3.09955403e+01  1.79301748e+02 
 3.75195331e+04  3.09955103e+01  1.79285648e+02 
 3.83847234e+04  3.09954789e+01  1.79269177e+02 
 3.92698648e+04  3.09954460e+01  1.79252327e+02 
 4.01754173e+04  3.09954116e+01  1.79235087e+02 
 4.11018515e+04  3.09953756e+01  1.79217451e+02 
 4.20496491e+04  3.09953379e+01  1.79199408e+02 
 4.30193027e+04  3.09952985e+01  1.79180949e+02 
 4.40113162e+04  3.09952572e+01  1.79162065e+02 
 4.50262052e+04  3.09952140e+01  1.79142745e+02 
 4.60644974e+04  3.09951687e+01  1.79122980e+02 
 4.71267322e+04  3.09951214e+01  1.79102759e+02 
 4.82134619e+04  3.09950718e+01  1.79082073e+02 
 4.93252513e+04  3.09950200e+01  1.79060909e+02 
 5.04626783e+04  3.09949657e+01  1.79039258e+02 
 5.16263340e+04  3.09949089e+01  1.79017108e+02 
 5.28168234e+04  3.09948494e+01  1.78994447e+02 
 5.40347650e+04  3.09947872e+01  1.78971264e+02 
 5.52807921e+04  3.09947220e+01  1.78947547e+02 
 5.65555523e+04  3.09946539e+01  1.78923283e+02 
 5.78597080e+04  3.09945825e+01  1.78898461e+02 
 5.91939372e+04  3.09945078e+01  1.78873066e+02 
 6.05589334e+04  3.09944297e+01  1.78847086e+02 
 6.19554061e+04  3.09943479e+01  1.78820508e+02 
 6.33840810e+04  3.09942622e+01  1.78793317e+02 
 6.48457008e+04  3.09941726e+01  1.78765499e+02 
 6.63410251e+04  3.09940788e+01  1.78737041e+02 
 6.78708313e+04  3.09939807e+01  1.78707927e+02 
 6.94359143e+04  3.09938779e+01  1.78678143e+02 
 7.10370877e+04  3.09937704e+01  1.78647672e+02 
 7.26751838e+04  3.09936578e+01  1.78616500e+02 
 7.43510539e+04  3.09935400e+01  1.78584610e+02 
 7.60655691e+04  3.09934167e+01  1.78551985e+02 
 7.78196206e+04  3.09932877e+01  1.78518609e+02 
 7.96141200e+04  3.09931526e+01  1.78484464e+02 
 8.14500001e+04  3.09930113e+01  1.78449533e+02 
 8.33282151e+04  3.09928633e+01  1.78413798e+02 
 8.52497412e+04  3.09927085e+01  1.78377239e+02 
 8.72155772e+04  3.09925465e+01  1.78339840e+02 
 8.92267449e+04  3.09923768e+01  1.78301579e+02 
 9.12842895e+04  3.09921993e+01  1.78262437e+02 
 9.33892805e+04  3.09920135e+01  1.78222395e+02 
 9.55428121e+04  3.09918191e+01  1.78181431e+02 
 9.77460036e+04  3.09916156e+01  1.78139524e+02 
 1.00000000e+05  3.09914026e+01  1.78096653e+02 
 1.02305973e+05  3.09911797e+01  1.78052796e+02 
 1.04665121e+05  3.09909464e+01  1.78007930e+02 
 1.07078670e+05  3.09907022e+01  1.77962031e+02 
 1.09547876e+05  3.09904467e+01  1.77915077e+02 
 1.12074020e+05  3.09901792e+01  1.77867043e+02 
 1.14658417e+05  3.09898993e+01  1.77817904e+02 
 1.17302409e+05  3.09896063e+01  1.77767636e+02 
 1.20007371e+05  3.09892997e+01  1.77716212e+02 
 1.22774708e+05  3.09889789e+01  1.77663606e+02 
 1.25605860e+05  3.09886430e+01  1.77609791e+02 
 1.28502297e+05  3.09882916e+01  1.77554739e+02 
 1.31465525e+05  3.09879238e+01  1.77498423e+02 
 1.34497085e+05  3.09875388e+01  1.77440812e+02 
 1.37598551e+05  3.09871359e+01  1.77381879e+02 
 1.40771537e+05  3.09867143e+01  1.77321593e+02 
 1.44017690e+05  3.09862730e+01  1.77259922e+02 
 1.47338699e+05  3.09858113e+01  1.77196836e+02 
 1.50736290e+05  3.09853280e+01  1.77132302e+02 
 1.54212228e+05  3.09848222e+01  1.77066287e+02 
 1.57768320e+05  3.09842929e+01  1.76998758e+02 
 1.61406415e+05  3.09837390e+01  1.76929681e+02 
 1.65128404e+05  3.09831593e+01  1.76859020e+02 
 1.68936220e+05  3.09825526e+01  1.76786739e+02 
 1.72831844e+05  3.09819178e+01  1.76712802e+02 
 1.76817299e+05  3.09812534e+01  1.76637172e+02 
 1.80894658e+05  3.09805581e+01  1.76559809e+02 
 1.85066040e+05  3.09798305e+01  1.76480676e+02 
 1.89333613e+05  3.09790692e+01  1.76399731e+02 
 1.93699595e+05  3.09782724e+01  1.76316935e+02 
 1.98166255e+05  3.09774386e+01  1.76232246e+02 
 2.02735916e+05  3.09765661e+01  1.76145620e+02 
 2.07410951e+05  3.09756531e+01  1.76057015e+02 
 2.12193792e+05  3.09746976e+01  1.75966387e+02 
 2.17086923e+05  3.09736979e+01  1.75873689e+02 
 2.22092889e+05  3.09726517e+01  1.75778876e+02 
 2.27214291e+05  3.09715570e+01  1.75681901e+02 
 2.32453791e+05  3.09704116e+01  1.75582715e+02 
 2.37814113e+05  3.09692130e+01  1.75481269e+02 
 2.43298042e+05  3.09679589e+01  1.75377513e+02 
 2.48908429e+05  3.09666466e+01  1.75271396e+02 
 2.54648190e+05  3.09652736e+01  1.75162865e+02 
 2.60520309e+05  3.09638369e+01  1.75051868e+02 
 2.66527837e+05  3.09623338e+01  1.74938349e+02 
 2.72673897e+05  3.09607611e+01  1.74822254e+02 
 2.78961683e+05  3.09591156e+01  1.74703525e+02 
 2.85394464e+05  3.09573940e+01  1.74582106e+02 
 2.91975583e+05  3.09555929e+01  1.74457937e+02 
 2.98708461e+05  3.09537085e+01  1.74330958e+02 
 3.05596598e+05  3.09517371e+01  1.74201109e+02 
 3.12643573e+05  3.09496747e+01  1.74068327e+02 
 3.19853049e+05  3.09475171e+01  1.73932549e+02 
 3.27228774e+05  3.09452600e+01  1.73793711e+02 
 3.34774581e+05  3.09428988e+01  1.73651747e+02 
 3.42494392e+05  3.09404289e+01  1.73506589e+02 
 3.50392221e+05  3.09378453e+01  1.73358171e+02 
 3.58472171e+05  3.09351428e+01  1.73206422e+02 
 3.66738442e+05  3.09323160e+01  1.73051273e+02 
 3.75195331e+05  3.09293593e+01  1.72892651e+02 
 3.83847234e+05  3.09262668e+01  1.72730485e+02 
 3.92698648e+05  3.09230324e+01  1.72564699e+02 
 4.01754173e+05  3.09196497e+01  1.72395220e+02 
 4.11018515e+05  3.09161120e+01  1.72221970e+02 
 4.20496491e+05  3.09124124e+01  1.72044873e+02 
 4.30193027e+05  3.09085435e+01  1.71863849e+02 
 4.40113162e+05  3.09044979e+01  1.71678820e+02 
 4.50262052e+05  3.09002675e+01  1.71489704e+02 
 4.60644974e+05  3.08958442e+01  1.71296419e+02 
 4.71267322e+05  3.08912194e+01  1.71098883e+02 
 4.82134619e+05  3.08863841e+01  1.70897011e+02 
 4.93252513e+05  3.08813289e+01  1.70690719e+02 
 5.04626783e+05  3.08760443e+01  1.70479921e+02 
 5.16263340e+05  3.08705199e+01  1.70264529e+02 
 5.28168234e+05  3.08647454e+01  1.70044457e+02 
 5.40347650e+05  3.08587097e+01  1.69819615e+02 
 5.52807921e+05  3.08524014e+01  1.69589915e+02 
 5.65555523e+05  3.08458086e+01  1.69355266e+02 
 5.78597080e+05  3.08389190e+01  1.69115579e+02 
 5.91939372e+05  3.08317196e+01  1.68870760e+02 
 6.05589334e+05  3.08241971e+01  1.68620720e+02 
 6.19554061e+05  3.08163376e+01  1.68365366e+02 
 6.33840810e+05  3.08081267e+01  1.68104606e+02 
 6.48457008e+05  3.07995493e+01  1.67838347e+02 
 6.63410251e+05  3.07905899e+01  1.67566497e+02 
 6.78708313e+05  3.07812323e+01  1.67288964e+02 
 6.94359143e+05  3.07714597e+01  1.67005654e+02 
 7.10370877e+05  3.07612547e+01  1.66716476e+02 
 7.26751838e+05  3.07505992e+01  1.66421338e+02 
 7.43510539e+05  3.07394745e+01  1.66120150e+02 
 7.60655691e+05  3.07278613e+01  1.65812821e+02 
 7.78196206e+05  3.07157396e+01  1.65499261e+02 
 7.96141200e+05  3.07030884e+01  1.65179383e+02 
 8.14500001e+05  3.06898864e+01  1.64853101e+02 
 8.33282151e+05  3.06761114e+01  1.64520327e+02 
 8.52497412e+05  3.06617404e+01  1.64180980e+02 
 8.72155772e+05  3.06467498e+01  1.63834978e+02 
 8.92267449e+05  3.06311150e+01  1.63482241e+02 
 9.12842895e+05  3.06148109e+01  1.63122692e+02 
 9.33892805e+05  3.05978115e+01  1.62756258e+02 
 9.55428121e+05  3.05800901e+01  1.62382867e+02 
 9.77460036e+05  3.05616190e+01  1.62002453e+02 
 1.00000000e+06  3.05423701e+01  1.61614950e+02 
 1.02305973e+06  3.05223141e+01  1.61220298e+02 
 1.04665121e+06  3.05014212e+01  1.60818442e+02 
 1.07078670e+06  3.04796608e+01  1.60409330e+02 
 1.09547876e+06  3.04570013e+01  1.59992916e+02 
 1.12074020e+06  3.04334108e+01  1.59569158e+02 
 1.14658417e+06  3.04088562e+01  1.59138022e+02 
 1.17302409e+06  3.03833039e+01  1.58699476e+02 
 1.20007371e+06  3.03567197e+01  1.58253499e+02 
 1.22774708e+06  3.03290684e+01  1.57800074e+02 
 1.25605860e+06  3.03003145e+01  1.57339190e+02 
 1.28502297e+06  3.02704218e+01  1.56870847e+02 
 1.31465525e+06  3.02393533e+01  1.56395049e+02 
 1.34497085e+06  3.02070718e+01  1.55911812e+02 
 1.37598551e+06  3.01735393e+01  1.55421157e+02 
 1.40771537e+06  3.01387177e+01  1.54923116e+02 
 1.44017690e+06  3.01025681e+01  1.54417730e+02 
 1.47338699e+06  3.00650517e+01  1.53905049e+02 
 1.50736290e+06  3.00261292e+01  1.53385134e+02 
 1.54212228e+06  2.99857610e+01  1.52858056e+02 
 1.57768320e+06  2.99439078e+01  1.52323895e+02 
 1.61406415e+06  2.99005298e+01  1.51782743e+02 
 1.65128404e+06  2.98555874e+01  1.51234705e+02 
 1.68936220e+06  2.98090414e+01  1.50679893e+02 
 1.72831844e+06  2.97608524e+01  1.50118434e+02 
 1.76817299e+06  2.97109815e+01  1.49550465e+02 
 1.80894658e+06  2.96593904e+01  1.48976135e+02 
 1.85066040e+06  2.96060409e+01  1.48395604e+02 
 1.89333613e+06  2.95508957e+01  1.47809046e+02 
 1.93699595e+06  2.94939183e+01  1.47216645e+02 
 1.98166255e+06  2.94350728e+01  1.46618596e+02 
 2.02735916e+06  2.93743243e+01  1.46015107e+02 
 2.07410951e+06  2.93116390e+01  1.45406397e+02 
 2.12193792e+06  2.92469843e+01  1.44792697e+02 
 2.17086923e+06  2.91803287e+01  1.44174246e+02 
 2.22092889e+06  2.91116423e+01  1.43551298e+02 
 2.27214291e+06  2.90408965e+01  1.42924113e+02 
 2.32453791e+06  2.89680642e+01  1.42292963e+02 
 2.37814113e+06  2.88931202e+01  1.41658130e+02 
 2.43298042e+06  2.88160411e+01  1.41019902e+02 
 2.48908429e+06  2.87368050e+01  1.40378578e+02 
 2.54648190e+06  2.86553923e+01  1.39734462e+02 
 2.60520309e+06  2.85717853e+01  1.39087867e+02 
 2.66527837e+06  2.84859683e+01  1.38439111e+02 
 2.72673897e+06  2.83979280e+01  1.37788518e+02 
 2.78961683e+06  2.83076530e+01  1.37136416e+02 
 2.85394464e+06  2.82151343e+01  1.36483136e+02 
 2.91975583e+06  2.81203653e+01  1.35829015e+02 
 2.98708461e+06  2.80233415e+01  1.35174387e+02 
 3.05596598e+06  2.79240608e+01  1.34519593e+02 
 3.12643573e+06  2.78225236e+01  1.33864970e+02 
 3.19853049e+06  2.77187325e+01  1.33210856e+02 
 3.27228774e+06  2.76126923e+01  1.32557587e+02 
 3.34774581e+06  2.75044105e+01  1.31905498e+02 
 3.42494392e+06  2.73938966e+01  1.31254920e+02 
 3.50392221e+06  2.72811623e+01  1.30606179e+02 
 3.58472171e+06  2.71662216e+01  1.29959598e+02 
 3.66738442e+06  2.70490906e+01  1.29315494e+02 
 3.75195331e+06  2.69297876e+01  1.28674175e+02 
 3.83847234e+06  2.68083328e+01  1.28035947e+02 
 3.92698648e+06  2.66847483e+01  1.27401103e+02 
 4.01754173e+06  2.65590579e+01  1.26769932e+02 
 4.11018515e+06  2.64312876e+01  1.26142711e+02 
 4.20496491e+06  2.63014645e+01  1.25519709e+02 
 4.30193027e+06  2.61696177e+01  1.24901185e+02 
 4.40113162e+06  2.60357775e+01  1.24287387e+02 
 4.50262052e+06  2.58999756e+01  1.23678553e+02 
 4.60644974e+06  2.57622449e+01  1.23074911e+02 
 4.71267322e+06  2.56226196e+01  1.22476675e+02 
 4.82134619e+06  2.54811348e+01  1.21884049e+02 
 4.93252513e+06  2.53378264e+01  1.21297226e+02 
 5.04626783e+06  2.51927313e+01  1.20716386e+02 
 5.16263340e+06  2.50458871e+01  1.20141699e+02 
 5.28168234e+06  2.48973317e+01  1.19573320e+02 
 5.40347650e+06  2.47471038e+01  1.19011396e+02 
 5.52807921e+06  2.45952425e+01  1.18456060e+02 
 5.65555523e+06  2.44417869e+01  1.17907433e+02 
 5.78597080e+06  2.42867765e+01  1.17365626e+02 
 5.91939372e+06  2.41302509e+01  1.16830738e+02 
 6.05589334e+06  2.39722498e+01  1.16302858e+02 
 6.19554061e+06  2.38128127e+01  1.15782062e+02 
 6.33840810e+06  2.36519789e+01  1.15268418e+02 
 6.48457008e+06  2.34897877e+01  1.14761981e+02 
 6.63410251e+06  2.33262780e+01  1.14262799e+02 
 6.78708313e+06  2.31614884e+01  1.13770909e+02 
 6.94359143e+06  2.29954571e+01  1.13286339e+02 
 7.10370877e+06  2.28282219e+01  1.12809106e+02 
 7.26751838e+06  2.26598198e+01  1.12339223e+02 
 7.43510539e+06  2.24902878e+01  1.11876690e+02 
 7.60655691e+06  2.23196619e+01  1.11421502e+02 
 7.78196206e+06  2.21479775e+01  1.10973647e+02 
 7.96141200e+06  2.19752695e+01  1.10533104e+02 
 8.14500001e+06  2.18015721e+01  1.10099846e+02 
 8.33282151e+06  2.16269188e+01  1.09673841e+02 
 8.52497412e+06  2.14513422e+01  1.09255048e+02 
 8.72155772e+06  2.12748744e+01  1.08843424e+02 
 8.92267449e+06  2.10975466e+01  1.08438919e+02 
 9.12842895e+06  2.09193892e+01  1.08041478e+02 
 9.33892805e+06  2.07404321e+01  1.07651041e+02 
 9.55428121e+06  2.05607040e+01  1.07267545e+02 
 9.77460036e+06  2.03802332e+01  1.06890923e+02 
 1.00000000e+07  2.01990469e+01  1.06521103e+02 
 1.02305973e+07  2.00171719e+01  1.06158012e+02 
 1.04665121e+07  1.98346338e+01  1.05801571e+02 
 1.07078670e+07  1.96514578e+01  1.05451700e+02 
 1.09547876e+07  1.94676680e+01  1.05108317e+02 
 1.12074020e+07  1.92832880e+01  1.04771337e+02 
 1.14658417e+07  1.90983406e+01  1.04440673e+02 
 1.17302409e+07  1.89128479e+01  1.04116236e+02 
 1.20007371e+07  1.87268310e+01  1.03797936e+02 
 1.22774708e+07  1.85403106e+01  1.03485681e+02 
 1.25605860e+07  1.83533067e+01  1.03179378e+02 
 1.28502297e+07  1.81658385e+01  1.02878934e+02 
 1.31465525e+07  1.79779244e+01  1.02584254e+02 
 1.34497085e+07  1.77895825e+01  1.02295242e+02 
 1.37598551e+07  1.76008300e+01  1.02011804e+02 
 1.40771537e+07  1.74116835e+01  1.01733841e+02 
 1.44017690e+07  1.72221591e+01  1.01461259e+02 
 1.47338699e+07  1.70322723e+01  1.01193960e+02 
 1.50736290e+07  1.68420379e+01  1.00931849e+02 
 1.54212228e+07  1.66514702e+01  1.00674828e+02 
 1.57768320e+07  1.64605831e+01  1.00422802e+02 
 1.61406415e+07  1.62693899e+01  1.00175674e+02 
 1.65128404e+07  1.60779032e+01  9.99333498e+01 
 1.68936220e+07  1.58861354e+01  9.96957332e+01 
 1.72831844e+07  1.56940983e+01  9.94627301e+01 
 1.76817299e+07  1.55018032e+01  9.92342466e+01 
 1.80894658e+07  1.53092609e+01  9.90101894e+01 
 1.85066040e+07  1.51164820e+01  9.87904659e+01 
 1.89333613e+07  1.49234766e+01  9.85749843e+01 
 1.93699595e+07  1.47302542e+01  9.83636537e+01 
 1.98166255e+07  1.45368241e+01  9.81563839e+01 
 2.02735916e+07  1.43431952e+01  9.79530855e+01 
 2.07410951e+07  1.41493761e+01  9.77536701e+01 
 2.12193792e+07  1.39553750e+01  9.75580503e+01 
 2.17086923e+07  1.37611996e+01  9.73661396e+01 
 2.22092889e+07  1.35668576e+01  9.71778523e+01 
 2.27214291e+07  1.33723562e+01  9.69931040e+01 
 2.32453791e+07  1.31777022e+01  9.68118110e+01 
 2.37814113e+07  1.29829025e+01  9.66338906e+01 
 2.43298042e+07  1.27879632e+01  9.64592615e+01 
 2.48908429e+07  1.25928906e+01  9.62878429e+01 
 2.54648190e+07  1.23976905e+01  9.61195553e+01 
 2.60520309e+07  1.22023686e+01  9.59543202e+01 
 2.66527837e+07  1.20069301e+01  9.57920601e+01 
 2.72673897e+07  1.18113804e+01  9.56326984e+01 
 2.78961683e+07  1.16157242e+01  9.54761597e+01 
 2.85394464e+07  1.14199664e+01  9.53223693e+01 
 2.91975583e+07  1.12241116e+01  9.51712539e+01 
 2.98708461e+07  1.10281640e+01  9.50227408e+01 
 3.05596598e+07  1.08321278e+01  9.48767585e+01 
 3.12643573e+07  1.06360072e+01  9.47332362e+01 
 3.19853049e+07  1.04398058e+01  9.45921045e+01 
 3.27228774e+07  1.02435274e+01  9.44532943e+01 
 3.34774581e+07  1.00471755e+01  9.43167380e+01 
 3.42494392e+07  9.85075354e+00  9.41823685e+01 
 3.50392221e+07  9.65426469e+00  9.40501198e+01 
 3.58472171e+07  9.45771210e+00  9.39199266e+01 
 3.66738442e+07  9.26109876e+00  9.37917246e+01 
 3.75195331e+07  9.06442753e+00  9.36654501e+01 
 3.83847234e+07  8.86770115e+00  9.35410405e+01 
 3.92698648e+07  8.67092229e+00  9.34184338e+01 
 4.01754173e+07  8.47409346e+00  9.32975687e+01 
 4.11018515e+07  8.27721710e+00  9.31783848e+01 
 4.20496491e+07  8.08029556e+00  9.30608224e+01 
 4.30193027e+07  7.88333108e+00  9.29448224e+01 
 4.40113162e+07  7.68632584e+00  9.28303264e+01 
 4.50262052e+07  7.48928190e+00  9.27172769e+01 
 4.60644974e+07  7.29220128e+00  9.26056166e+01 
 4.71267322e+07  7.09508590e+00  9.24952892e+01 
 4.82134619e+07  6.89793762e+00  9.23862388e+01 
 4.93252513e+07  6.70075824e+00  9.22784102e+01 
 5.04626783e+07  6.50354948e+00  9.21717486e+01 
 5.16263340e+07  6.30631301e+00  9.20661998e+01 
 5.28168234e+07  6.10905045e+00  9.19617101e+01 
 5.40347650e+07  5.91176336e+00  9.18582263e+01 
 5.52807921e+07  5.71445325e+00  9.17556956e+01 
 5.65555523e+07  5.51712158e+00  9.16540658e+01 
 5.78597080e+07  5.31976977e+00  9.15532849e+01 
 5.91939372e+07  5.12239920e+00  9.14533014e+01 
 6.05589334e+07  4.92501122e+00  9.13540641e+01 
 6.19554061e+07  4.72760713e+00  9.12555223e+01 
 6.33840810e+07  4.53018819e+00  9.11576255e+01 
 6.48457008e+07  4.33275566e+00  9.10603236e+01 
 6.63410251e+07  4.13531074e+00  9.09635665e+01 
 6.78708313e+07  3.93785463e+00  9.08673047e+01 
 6.94359143e+07  3.74038850e+00  9.07714887e+01 
 7.10370877e+07  3.54291348e+00  9.06760694e+01 
 7.26751838e+07  3.34543070e+00  9.05809977e+01 
 7.43510539e+07  3.14794129e+00  9.04862247e+01 
 7.60655691e+07  2.95044633e+00  9.03917018e+01 
 7.78196206e+07  2.75294691e+00  9.02973804e+01 
 7.96141200e+07  2.55544411e+00  9.02032119e+01 
 8.14500001e+07  2.35793901e+00  9.01091480e+01 
 8.33282151e+07  2.16043266e+00  9.00151402e+01 
 8.52497412e+07  1.96292613e+00  8.99211402e+01 
 8.72155772e+07  1.76542048e+00  8.98270996e+01 
 8.92267449e+07  1.56791678e+00  8.97329700e+01 
 9.12842895e+07  1.37041610e+00  8.96387031e+01 
 9.33892805e+07  1.17291951e+00  8.95442504e+01 
 9.55428121e+07  9.75428098e-01  8.94495633e+01 
 9.77460036e+07  7.77942955e-01  8.93545931e+01 
 1.00000000e+08  5.80465188e-01  8.92592911e+01 
 1.02305973e+08  3.82995920e-01  8.91636082e+01 
 1.04665121e+08  1.85536291e-01  8.90674953e+01 
 1.07078670e+08 -1.19125422e-02  8.89709031e+01 
 1.09547876e+08 -2.09349397e-01  8.88737819e+01 
 1.12074020e+08 -4.06773068e-01  8.87760821e+01 
 1.14658417e+08 -6.04182322e-01  8.86777535e+01 
 1.17302409e+08 -8.01575899e-01  8.85787457e+01 
 1.20007371e+08 -9.98952503e-01  8.84790080e+01 
 1.22774708e+08 -1.19631081e+00  8.83784894e+01 
 1.25605860e+08 -1.39364944e+00  8.82771385e+01 
 1.28502297e+08 -1.59096701e+00  8.81749036e+01 
 1.31465525e+08 -1.78826205e+00  8.80717323e+01 
 1.34497085e+08 -1.98553308e+00  8.79675722e+01 
 1.37598551e+08 -2.18277855e+00  8.78623702e+01 
 1.40771537e+08 -2.37999686e+00  8.77560727e+01 
 1.44017690e+08 -2.57718637e+00  8.76486257e+01 
 1.47338699e+08 -2.77434536e+00  8.75399746e+01 
 1.50736290e+08 -2.97147207e+00  8.74300643e+01 
 1.54212228e+08 -3.16856466e+00  8.73188392e+01 
 1.57768320e+08 -3.36562122e+00  8.72062430e+01 
 1.61406415e+08 -3.56263978e+00  8.70922188e+01 
 1.65128404e+08 -3.75961828e+00  8.69767093e+01 
 1.68936220e+08 -3.95655459e+00  8.68596561e+01 
 1.72831844e+08 -4.15344648e+00  8.67410005e+01 
 1.76817299e+08 -4.35029165e+00  8.66206830e+01 
 1.80894658e+08 -4.54708770e+00  8.64986434e+01 
 1.85066040e+08 -4.74383211e+00  8.63748207e+01 
 1.89333613e+08 -4.94052229e+00  8.62491531e+01 
 1.93699595e+08 -5.13715553e+00  8.61215782e+01 
 1.98166255e+08 -5.33372899e+00  8.59920326e+01 
 2.02735916e+08 -5.53023973e+00  8.58604523e+01 
 2.07410951e+08 -5.72668468e+00  8.57267723e+01 
 2.12193792e+08 -5.92306065e+00  8.55909267e+01 
 2.17086923e+08 -6.11936428e+00  8.54528490e+01 
 2.22092889e+08 -6.31559210e+00  8.53124714e+01 
 2.27214291e+08 -6.51174049e+00  8.51697256e+01 
 2.32453791e+08 -6.70780565e+00  8.50245421e+01 
 2.37814113e+08 -6.90378364e+00  8.48768507e+01 
 2.43298042e+08 -7.09967034e+00  8.47265800e+01 
 2.48908429e+08 -7.29546145e+00  8.45736577e+01 
 2.54648190e+08 -7.49115249e+00  8.44180107e+01 
 2.60520309e+08 -7.68673878e+00  8.42595648e+01 
 2.66527837e+08 -7.88221544e+00  8.40982447e+01 
 2.72673897e+08 -8.07757739e+00  8.39339743e+01 
 2.78961683e+08 -8.27281931e+00  8.37666763e+01 
 2.85394464e+08 -8.46793566e+00  8.35962726e+01 
 2.91975583e+08 -8.66292067e+00  8.34226838e+01 
 2.98708461e+08 -8.85776831e+00  8.32458298e+01 
 3.05596598e+08 -9.05247229e+00  8.30656293e+01 
 3.12643573e+08 -9.24702605e+00  8.28819999e+01 
